# command:
# git-check-rebase --meta rebase_4.18.0-240.1.1.el8_4.18.0-305.3.1.el8.meta --format=full rhel8.4:rh8-4.18.0-305.3.1.el8..9fdfd6a7c491 rhel8.2:rh8-4.18.0-240.1.1.el8..origin/branch-rh8-4.18.0-240.1.1.vz8.5.x-ovz-merged
#

<tag>  rhel8.4       rhel8.2       SUBJECT
match  97b3c9e66eba  e46c589dca35  ploop: Kill dead check
match  4a0bd58a8801  29ba51cc3fa5  ploop: Shorten delta_bat_entries
match  abd135fa6731  51adc81932d0  ploop: Check bottom delta before flip
match  06a5e4e51030  4181c7d770b8  ploop: Do not read too many pages
drop                 e4b12ede4b08  OpenVZ kernel rh8-4.18.0-240.1.1.vz8.5.52
match  d78c59731824  9e35d7687b11  push-backup: Cleanup
match  9d675ec7ce3f  a94755d813a2  push_backup: Remove UUID from arguments
match  0f3a6faca5c6  d320ee492e58  push_backup: Check suspended state more clearly
match  281b68601df6  7a0b0296f229  push-backup: Change arguments order in start
match  24dfe7fda443  8f936ba2a3af  push-backup: Indentation cleanup
match  13c5e7817a99  d85663ee37ce  push-backup: Make addr argument of start optional
match  44ca2e40e860  5324c80038f7  shm: skip shm_destroy if task IPC namespace was changed
match  71841b5ae05f  b998098bd59a  ipc: WARN if trying to remove ipc object which is absent
drop                 255915d4801c  OpenVZ kernel rh8-4.18.0-240.1.1.vz8.5.53
match  ae9174f69682  9c59d1940616  ploop: Don't forget about nr_inflight after stop
match  00d402b2aea1  adafa6383ce7  ploop: Assign blkcg to kthread before rw
drop                 cc97654f27d2  Revert "ms/proc/mounts: add cursor"
                                     (feature backported from ms later)
drop                 986cee70047d  ms/proc/mounts: add cursor
                                     (already backported by RH)
drop                 ba62fe48448e  sync: sync_collect_filesystems: fix possible infinite loop
                                     (added later as merged into: 37b363566ee2 ve/sync/mounts: skip cursor mounts when iterating over mnt_ns->list)
ok     2096d0c3b277  0568091dbea6  fs/sync: fix nullptr dereference ve->ve_ns->mnt_ns
match  2ada8a2fc901  2e2bce491bf0  drivers/connector: fix nullptr dereference ve->ve_ns->pid_ns
match  2ba329ba0944  7ebd262f2011  ve: fix reading container state from cgroup
drop                 162739078538  OpenVZ kernel rh8-4.18.0-240.1.1.vz8.5.54
match  31ec7f540bc8  59604c98838a  sched: show CPU stats for a cgroup in cpu.proc.stat file
drop                 3ab54ce918d0  mm/page_alloc: Adjust the number of managed pages for a zone if it is wrong
                                     (A temporary hack, to be dropped after the rebase on top of RHEL 8.4. https://jira.sw.ru/browse/PSBM-129304.)
match  befc17aeb5ad  d7f7e4d834c9  ploop: Add interface to configure new clusters preallocation
match  85265332d88b  84e7f8d1b6d0  ploop: Fallocate new clus if requested
match  f5fae15c70a9  637f0f1fe075  ve/msync: fix wrong behaviour of fs.fsync-enable
drop                 665e8b0baabd  OpenVZ kernel rh8-4.18.0-240.1.1.vz8.5.55
drop                 933f0b58ccd9  proc/mounts: fix skipping mount after cursor
                                     (fixed later as 37b363566ee2 ve/sync/mounts: skip cursor mounts when iterating over mnt_ns->list https://jira.sw.ru/browse/PSBM-131995)
match  df0412b73a71  e943afa632b7  ploop: Resume queue after failed suspend
match  95f32c869737  a0dc18fa2ba9  ploop: Use down_write() in ploop_set_suspended()
drop                 1b53a40d9f46  OpenVZ kernel rh8-4.18.0-240.1.1.vz8.5.56
match  63466d3a2708  1b386053c86b  ploop: resurrect ploop_resume()
drop                 0b470a82f123  OpenVZ kernel rh8-4.18.0-240.1.1.vz8.5.57
match  ab48fa8d4342  9168aa13d8c6  ploop: drop ploop_resume() and its usage
match  96bb3d80b0cb  aea0bfd9216a  ploop: Use kmap_atomic() instead of kmap()
ok     8f997777f835  7ae98286ba4c  dm-qcow2: Introduce driver to create block devices over QCOW2 files
match  c32a134c5758  a4c40d85dea7  configs: Enable build of dm-qcow2 module
drop                 500389b959c5  OpenVZ kernel rh8-4.18.0-240.1.1.vz8.5.58
match  36487c57d2c7  dcd5bd99d3ac  qcow2: Use vfs_truncate2()
drop                 cd6a6e4febad  OpenVZ kernel rh8-4.18.0-240.1.1.vz8.5.59
match  abfad2aa2937  87eb3a22ef4c  kernel/cgroup: rename css_get_local_root
match  58fca61c1137  8e76999e5a04  kernel/ve: simplify ve_get_init_css
match  742e918cd44f  fb8b996a6bf7  kernel/cgroup: implement cgroup_get_e_ve_css
ok     502c2bf9c879  dac144626e41  mm/backing-dev: associate writeback with correct blkcg
                                     (formatting)
ok     a6d57df0d082  c93869fb24cb  ve/fs/inotify: do not impose limit on the number of instances by default
drop                 95396ebe678e  OpenVZ kernel rh8-4.18.0-240.1.1.vz8.5.60
ok     12417a598bbc  7d62f50210ef  ve/memcg: Fix /proc/meminfo virtualization (eliminate double recursion)
                                     (MEMCG_CACHE -> NR_FILE_PAGES + formatting)
match  798518961db7  e5f63d046dee  mm/memcg: Drop unused struct "accumulated_stats"
ok     42eb82fea24b  3304f6e19e11  ve/memcg: Cleanup /proc/vmstat virtualization
                                     (because of dropped recursion and new arg in mem_cgroup_nr_lru_pages())
ok     3e93dd148348  08d2d9ec4b77  ve/memcg: Fix /proc/vmstat virtualization (drop extra recursion)
drop                 916e360ead14  drivers/base: Adjust the total amount of RAM shown for a NUMA node
                                     (hack for buggy rhel8.2)
drop                 862cb7ade52d  OpenVZ kernel rh8-4.18.0-240.1.1.vz8.5.61
match  85356b82ab1a  faf03dcb1113  ploop: Fix use-after-free in submit_rw_mapped()
drop                 1a0f8bd4b9af  OpenVZ kernel rh8-4.18.0-240.1.1.vz8.5.62
